user_id,rank,artist,title,song_id,score
85c1f87fea955d09b4bec2e36aee110927aedf9a,7,The Upper Crust,Eureka - I've Found Love,SOWVAUX12AB018400A,0.04474164702952062
85c1f87fea955d09b4bec2e36aee110927aedf9a,8,Rose Royce,Car Wash,SOYLDJC12A6701E2FF,0.04474164702952062
85c1f87fea955d09b4bec2e36aee110927aedf9a,9,Joseph Spence,There will be a happy meeting in Glory,SOVBBUR12AB0181734,0.04474164702952062
85c1f87fea955d09b4bec2e36aee110927aedf9a,10,Hot Hot Heat,Middle Of Nowhere (Album Version),SOFDPZD12A6701F464,0.04474164702952062
bd4c6e843f00bd476847fb75c47b4fb430a06856,1,Anonymous 4,Sanctus,SOGKVWF12A8C140FFC,4.254721074643017
bd4c6e843f00bd476847fb75c47b4fb430a06856,2,Sigur Rós,Sé Lest,SOMVTRL12A67AE0921,3.818479643403376
bd4c6e843f00bd476847fb75c47b4fb430a06856,3,Octopus Project,Rorol,SOAMPRJ12A8AE45F38,2.677664369706826
bd4c6e843f00bd476847fb75c47b4fb430a06856,4,Octopus Project,The Way Things Go,SOVHVBJ12A58A7AB0A,2.5437811512214847
bd4c6e843f00bd476847fb75c47b4fb430a06856,5,Sigur Ros,ný Batterý,SOQTCHH12A6D4F5AAD,2.4098979327361434
bd4c6e843f00bd476847fb75c47b4fb430a06856,6,Sigur Rós,Sæglópur,SOKYVWL12A67AE0922,2.4098979327361434
bd4c6e843f00bd476847fb75c47b4fb430a06856,7,Sigur Rós,Andvari,SOFFGTH12A67AE0925,2.276014714250802
bd4c6e843f00bd476847fb75c47b4fb430a06856,8,Sigur Rós,Gong,SONZSVJ12A67AE0924,2.276014714250802
bd4c6e843f00bd476847fb75c47b4fb430a06856,9,Sigur Ros,Olsen Olsen,SOYIRPZ12A6D4FCAB0,2.1421314957654607
bd4c6e843f00bd476847fb75c47b4fb430a06856,10,Sigur Ros,Viorar Vel Til Loftarasa,SOZZPSS12A6D4F3C71,2.1421314957654607
8937134734f869debcab8f23d77465b4caaa85df,1,Sigur Rós,Sé Lest,SOMVTRL12A67AE0921,1.0765141395684032
8937134734f869debcab8f23d77465b4caaa85df,2,Octopus Project,Rorol,SOAMPRJ12A8AE45F38,0.7689386711202881
8937134734f869debcab8f23d77465b4caaa85df,3,Sigur Rós,Sæglópur,SOKYVWL12A67AE0922,0.6920448040082593
8937134734f869debcab8f23d77465b4caaa85df,4,Sigur Ros,ný Batterý,SOQTCHH12A6D4F5AAD,0.6920448040082593
8937134734f869debcab8f23d77465b4caaa85df,5,Sigur Rós,Gong,SONZSVJ12A67AE0924,0.6535978704522448
8937134734f869debcab8f23d77465b4caaa85df,6,Sigur Rós,Andvari,SOFFGTH12A67AE0925,0.6535978704522448
8937134734f869debcab8f23d77465b4caaa85df,7,Sigur Ros,Olsen Olsen,SOYIRPZ12A6D4FCAB0,0.6151509368962305
8937134734f869debcab8f23d77465b4caaa85df,8,Sigur Ros,Viorar Vel Til Loftarasa,SOZZPSS12A6D4F3C71,0.6151509368962305
8937134734f869debcab8f23d77465b4caaa85df,9,Octopus Project,What They Found,SOTORXA12A58A79338,0.5767040033402161
8937134734f869debcab8f23d77465b4caaa85df,10,Sigur Ros,Staralfur,SOCFPSZ12A6D4FCA89,0.5767040033402161
969cc6fb74e076a68e36a04409cb9d3765757508,1,Foo Fighters,Over And Out,SOCONZX12A8C13F7BC,1.056313654354321
969cc6fb74e076a68e36a04409cb9d3765757508,2,Aesop Rock,None Shall Pass (Main),SOJTDUS12A6D4FBF0E,0.7042091029028806
969cc6fb74e076a68e36a04409cb9d3765757508,3,A Fine Frenzy,Almost Lover (Album Version),SOIRUXQ12A8C133060,0.5868409190857339
969cc6fb74e076a68e36a04409cb9d3765757508,4,Green Day,Whatsername [feat. Green Day & The Cast Of American Idiot] (Album Version),SOEGXLI12AB018A228,0.5868409190857339
969cc6fb74e076a68e36a04409cb9d3765757508,5,George Younce,This Old House w/ When The Saints Medley,SOFPNOY12A8C134D40,0.5281568271771605
969cc6fb74e076a68e36a04409cb9d3765757508,6,Lily Allen,Littlest Things (Live At The Astoria),SOSFVDJ12AB017D672,0.4107886433600137
969cc6fb74e076a68e36a04409cb9d3765757508,7,Wu-Tang Clan,Older Gods,SOKHZWA12A8C13672E,0.4107886433600137
969cc6fb74e076a68e36a04409cb9d3765757508,8,ATB,Underwater World,SOVZRJK12A8C139250,0.4107886433600137
969cc6fb74e076a68e36a04409cb9d3765757508,9,Dwight Yoakam,You're The One,SOBONKR12A58A7A7E0,0.3566459028471898
969cc6fb74e076a68e36a04409cb9d3765757508,10,Eisley,Sea King (Album Version),SOXESHG12A6701F2CF,0.3521045514514403
4bd88bfb25263a75bbdd467e74018f4ae570e5df,1,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,0.8020420288573316
4bd88bfb25263a75bbdd467e74018f4ae570e5df,2,Sigur Rós,Sé Lest,SOMVTRL12A67AE0921,0.7334359166585098
4bd88bfb25263a75bbdd467e74018f4ae570e5df,3,OneRepublic,Secrets,SONYKOW12AB01849C9,0.7109396911051092
4bd88bfb25263a75bbdd467e74018f4ae570e5df,4,Train,Marry Me,SOTWNDJ12A8C143984,0.6771312785991415
4bd88bfb25263a75bbdd467e74018f4ae570e5df,5,Florence + The Machine,Dog Days Are Over (Radio Edit),SOAXGDH12A8C13F8A1,0.6323915965470992
4bd88bfb25263a75bbdd467e74018f4ae570e5df,6,Benjy Ferree,Fear,SORXMNW12A58A7D198,0.5493383818330074
4bd88bfb25263a75bbdd467e74018f4ae570e5df,7,Taylor Swift,Love Story,SOTWSXL12A8C143349,0.5480069170946469
4bd88bfb25263a75bbdd467e74018f4ae570e5df,8,Coldplay,The Scientist,SOKLRPJ12A8C13C3FE,0.5432709636673329
4bd88bfb25263a75bbdd467e74018f4ae570e5df,9,Octopus Project,Rorol,SOAMPRJ12A8AE45F38,0.5238827976132213
4bd88bfb25263a75bbdd467e74018f4ae570e5df,10,Charttraxx Karaoke,Fireflies,SOLFXKT12AB017E3E0,0.5129610461263181
e006b1a48f466bf59feefed32bec6494495a4436,1,Five Iron Frenzy,Canada,SOPUCYA12A8C13A694,4.310672024458539
e006b1a48f466bf59feefed32bec6494495a4436,2,Cradle Of Filth,Better To Reign In Hell,SOQZYQH12A8AE468E5,2.796589654625503
e006b1a48f466bf59feefed32bec6494495a4436,3,Sami Saari,NAISEN KANSSA,SOFPXXK12A6D4FA1D9,2.4811697646393247
e006b1a48f466bf59feefed32bec6494495a4436,4,Hypasonic,Whatever,SOMEIDU12AB0182205,2.2722290943832215
e006b1a48f466bf59feefed32bec6494495a4436,5,Slayer,Blood Red,SOTTNZU12A6D4FA237,2.2277422383485326
e006b1a48f466bf59feefed32bec6494495a4436,6,Paramore,The Only Exception (Album Version),SOKUPAO12AB018D576,2.174577550447833
e006b1a48f466bf59feefed32bec6494495a4436,7,Coldplay,The Scientist,SOKLRPJ12A8C13C3FE,2.1426303166695018
e006b1a48f466bf59feefed32bec6494495a4436,8,Taylor Swift,Love Story,SOTWSXL12A8C143349,2.0860309415668454
e006b1a48f466bf59feefed32bec6494495a4436,9,Jason Mraz & Colbie Caillat,Lucky (Album Version),SOBOAFP12A8C131F36,2.0358301061426154
e006b1a48f466bf59feefed32bec6494495a4436,10,Lady GaGa,Alejandro,SOSCIZP12AB0181D2F,2.0043730314526624
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,1,OneRepublic,Secrets,SONYKOW12AB01849C9,2.2410267382988867
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,2,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,2.1165390782987403
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,3,Train,Marry Me,SOTWNDJ12A8C143984,1.930083075341706
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,4,Sigur Rós,Sé Lest,SOMVTRL12A67AE0921,1.7610640980418553
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,5,Florence + The Machine,Dog Days Are Over (Radio Edit),SOAXGDH12A8C13F8A1,1.4228919820742016
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,6,Coldplay,Fix You,SOWEJXA12A6701C574,1.3104550491207156
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,7,Taylor Swift,Love Story,SOTWSXL12A8C143349,1.2645567379753457
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,8,Octopus Project,Rorol,SOAMPRJ12A8AE45F38,1.2579029271727538
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,9,Julie London,You'd Be So Nice To Come Home To,SOXQWUS12A58A7B236,1.2026638455504979
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,10,Octopus Project,The Way Things Go,SOVHVBJ12A58A7AB0A,1.195007780814116
9bb911319fbc04f01755814cb5edb21df3d1a336,1,Depeche Mode,Somebody (Remix),SOJZDMW12A8151E092,0.457364592710718
9bb911319fbc04f01755814cb5edb21df3d1a336,2,Nick Lowe,All Men Are Liars,SOLPVAQ12AB017EB35,0.41256381588455626
9bb911319fbc04f01755814cb5edb21df3d1a336,3,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,0.3094864439028759
9bb911319fbc04f01755814cb5edb21df3d1a336,4,Alphabeat,Fascination,SOAFNSV12A8159E996,0.25212233192945105
9bb911319fbc04f01755814cb5edb21df3d1a336,5,Paramore,The Only Exception (Album Version),SOKUPAO12AB018D576,0.23542514514995483
9bb911319fbc04f01755814cb5edb21df3d1a336,6,Aaron Sprinkle,Boy Who Stopped The World_ The  (Lackluster Album Version),SOUFIYP12A6D4FB033,0.2292021199358646
9bb911319fbc04f01755814cb5edb21df3d1a336,7,Stevie B,In My Eyes,SOQFQJI12A8C13471E,0.228682296355359
9bb911319fbc04f01755814cb5edb21df3d1a336,8,OneRepublic,Secrets,SONYKOW12AB01849C9,0.18681849438682258
9bb911319fbc04f01755814cb5edb21df3d1a336,9,Air,Playground Love,SOMUCFP12A6701F28E,0.17633528584191988
9bb911319fbc04f01755814cb5edb21df3d1a336,10,Jennifer Knapp,A Little More (Lay It Down Album Version),SOEBAKH12A6BD54721,0.17151172226651926
b64cdd1a0bd907e5e00b39e345194768e330d652,1,3 Doors Down,Kryptonite,SOLLNTU12A6701CFDC,1.4965966914343192
b64cdd1a0bd907e5e00b39e345194768e330d652,2,Sigur Rós,Sé Lest,SOMVTRL12A67AE0921,1.1108748023877304
b64cdd1a0bd907e5e00b39e345194768e330d652,3,Basshunter,All I Ever Wanted,SONTWXT12A8AE4764A,1.1069411958434496
b64cdd1a0bd907e5e00b39e345194768e330d652,4,Linkin Park,New Divide (Album Version),SOPSYOY12A8C142E0B,0.9321610070260629
b64cdd1a0bd907e5e00b39e345194768e330d652,5,Hot Chocolate,Every 1's A Winner,SOGJOYC12A6310DFC2,0.815640881147805
b64cdd1a0bd907e5e00b39e345194768e330d652,6,Octopus Project,Rorol,SOAMPRJ12A8AE45F38,0.7934820017055217
b64cdd1a0bd907e5e00b39e345194768e330d652,7,Octopus Project,The Way Things Go,SOVHVBJ12A58A7AB0A,0.7538079016202457
b64cdd1a0bd907e5e00b39e345194768e330d652,8,Sigur Rós,Sæglópur,SOKYVWL12A67AE0922,0.7141338015349696
b64cdd1a0bd907e5e00b39e345194768e330d652,9,Sigur Ros,ný Batterý,SOQTCHH12A6D4F5AAD,0.7141338015349696
b64cdd1a0bd907e5e00b39e345194768e330d652,10,Sigur Rós,Andvari,SOFFGTH12A67AE0925,0.6744597014496935
17aa9f6dbdf753831da8f38c71b66b64373de613,1,Björk,Undo,SOAUWYT12A81C206F1,0.5693955950209346
17aa9f6dbdf753831da8f38c71b66b64373de613,2,Five Iron Frenzy,Canada,SOPUCYA12A8C13A694,0.41837007997270037
17aa9f6dbdf753831da8f38c71b66b64373de613,3,What We Feel,Shoulder to shoulder 2009,SOSRJRK12AB0186FF4,0.32140664231168065
17aa9f6dbdf753831da8f38c71b66b64373de613,4,Man Man,Engwish Bwudd,SOUHQHP12AB017FCA7,0.318035038238001
17aa9f6dbdf753831da8f38c71b66b64373de613,5,Cartola,Feriado Na Roça,SOIBPKI12AB01816D8,0.2875684587179733
17aa9f6dbdf753831da8f38c71b66b64373de613,6,Death Cab for Cutie,The Ice Is Getting Thinner (Album Version),SONSBPP12A8AE45728,0.2650291985316675
17aa9f6dbdf753831da8f38c71b66b64373de613,7,Nick Lowe,All Men Are Liars,SOLPVAQ12AB017EB35,0.2578322268880452
17aa9f6dbdf753831da8f38c71b66b64373de613,8,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,0.25151035601469424
17aa9f6dbdf753831da8f38c71b66b64373de613,9,Kings Of Leon,Revelry,SOSXLTC12AF72A7F54,0.21852079904294097
17aa9f6dbdf753831da8f38c71b66b64373de613,10,Cradle Of Filth,Better To Reign In Hell,SOQZYQH12A8AE468E5,0.2106372066666865
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,Sam Cooke,Ain't Misbehavin,SOVDSJC12A58A7A271,13.49715564621583
d6589314c0a9bcbca4fee0c93b14bc402363afea,2,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,5.184772675658747
d6589314c0a9bcbca4fee0c93b14bc402363afea,3,Björk,Undo,SOAUWYT12A81C206F1,4.4833775709497825
d6589314c0a9bcbca4fee0c93b14bc402363afea,4,Michael Bublé,Dream A Little Dream Of Me (Album Version),SOVKTEK12AB0185DA2,3.3150095996139255
d6589314c0a9bcbca4fee0c93b14bc402363afea,5,Florence + The Machine,Dog Days Are Over (Radio Edit),SOAXGDH12A8C13F8A1,3.17864718507486
d6589314c0a9bcbca4fee0c93b14bc402363afea,6,Kings Of Leon,Revelry,SOSXLTC12AF72A7F54,2.8275765604702174
d6589314c0a9bcbca4fee0c93b14bc402363afea,7,Faith No More,Collision,SOAIGOQ12A6D4F9A76,2.5783407996997196
d6589314c0a9bcbca4fee0c93b14bc402363afea,8,Coldplay,The Scientist,SOKLRPJ12A8C13C3FE,2.422272297435863
d6589314c0a9bcbca4fee0c93b14bc402363afea,9,Coldplay,Fix You,SOWEJXA12A6701C574,2.2333714446478656
d6589314c0a9bcbca4fee0c93b14bc402363afea,10,Coldplay,Yellow,SOPXKYD12A6D4FA876,2.2183879067677035
5a905f000fc1ff3df7ca807d57edb608863db05d,1,Benabar,Y'a Une Fille Qu'Habite Chez Moi,SOVVNSS12A58291F72,0.5767040033402161
5a905f000fc1ff3df7ca807d57edb608863db05d,2,Salt-N-Pepa,Push It,SOWPAXV12A67ADA046,0.4714945178518992
5a905f000fc1ff3df7ca807d57edb608863db05d,3,All Saints,Never Ever (Booker T's Up North Dub),SOQTRKE12A6701C596,0.4229162691161584
5a905f000fc1ff3df7ca807d57edb608863db05d,4,Anonymous 4,Sanctus,SOGKVWF12A8C140FFC,0.3892510966742551
5a905f000fc1ff3df7ca807d57edb608863db05d,5,Local Natives,Who Knows Who Cares,SOJGMYY12AB01809BE,0.33157809216318346
5a905f000fc1ff3df7ca807d57edb608863db05d,6,Crystal Castles,Airwar,SOENSSK12A8AE478BF,0.3214225960576626
5a905f000fc1ff3df7ca807d57edb608863db05d,7,Crystal Castles,Crimewave (Crystal Castles vs Health),SOOVSUC12A8C13ED09,0.31820294679932126
5a905f000fc1ff3df7ca807d57edb608863db05d,8,Lady GaGa,Speechless,SOXGQEM12AB0181D35,0.3143296785679328
5a905f000fc1ff3df7ca807d57edb608863db05d,9,Delorean,As time breaks off,SOZWAUH12A6D4FA8C6,0.30210470050761434
5a905f000fc1ff3df7ca807d57edb608863db05d,10,Justin Bieber,Somebody To Love,SODGVGW12AC9075A8D,0.2848869515184805
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,Will Young,Who Am I,SOPATZX12A8AE46295,0.614476298114055
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,2,Alabama 3,The Klan,SOTLEJN12A8C13E8EF,0.614476298114055
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,3,Robert Johnson,I?'m A Steady Rollin? Man,SOKRIMP12A6D4F5DA3,0.5376667608497981
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,4,Peggy Zina,Ftes,SOTFGMT12AB0182B39,0.46085722358554126
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,5,Southside Spinners,Luvstruck,SOBRHVR12A8C133F35,0.3840476863212844
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,6,Darc Mind,Where I've Alwayz Been,SOVSQGI12AB0182392,0.3840476863212844
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,7,Tom Petty And The Heartbreakers,Breakdown (Album Version),SOPIBLV12A8C136C2A,0.23042861179277063
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,8,Train,Marry Me,SOTWNDJ12A8C143984,0.23042861179277063
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,9,Chico Hamilton,Good Grief (Album Version),SOPRWZE12A58A7D13B,0.16866415307558072
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,10,Fisher,Rianna,SONHWUN12AC468C014,0.15361907452851375
ed7d4c476013b1c3dd91982b61494bf7436083ba,1,Lady GaGa,Alejandro,SOSCIZP12AB0181D2F,0.8176848722738905
ed7d4c476013b1c3dd91982b61494bf7436083ba,2,OneRepublic,Secrets,SONYKOW12AB01849C9,0.7430136024394117
ed7d4c476013b1c3dd91982b61494bf7436083ba,3,Seal,Amazing,SOCKJWI12AB018006A,0.6314857392870705
ed7d4c476013b1c3dd91982b61494bf7436083ba,4,Florence + The Machine,Dog Days Are Over (Radio Edit),SOAXGDH12A8C13F8A1,0.6151938244322405
ed7d4c476013b1c3dd91982b61494bf7436083ba,5,Todd Barry,Sugar Ray (LP Version),SOLGPOU12A58A7EA20,0.5713442403073495
ed7d4c476013b1c3dd91982b61494bf7436083ba,6,Björk,Undo,SOAUWYT12A81C206F1,0.55174414961642
ed7d4c476013b1c3dd91982b61494bf7436083ba,7,Paramore,The Only Exception (Album Version),SOKUPAO12AB018D576,0.5262551300691978
ed7d4c476013b1c3dd91982b61494bf7436083ba,8,Kings Of Leon,Revelry,SOSXLTC12AF72A7F54,0.48535031100014736
ed7d4c476013b1c3dd91982b61494bf7436083ba,9,Inuit y Cia.,El tiempo no es mi amigo,SOHRNOS12A8C1380F3,0.48113199183776806
ed7d4c476013b1c3dd91982b61494bf7436083ba,10,Kings Of Leon,Use Somebody,SOWCKVR12A8C142411,0.44349060510888205
baf47ed8da24d607e50d8684cde78b923538640f,1,Mustasch,Fredrika,SOHFHEP12A8C135C0E,0.5868409190857339
baf47ed8da24d607e50d8684cde78b923538640f,2,Jadakiss / Swizz Beatz / OJ Da Juiceman,Who's Real,SOXHIDK12A58A7CFB3,0.5868409190857339
baf47ed8da24d607e50d8684cde78b923538640f,3,Tom Petty And The Heartbreakers,The Waiting,SOPXRQT12A6701EAC9,0.5281568271771605
baf47ed8da24d607e50d8684cde78b923538640f,4,Tommy James And The Shondells,Crystal Blue Persuasion,SOBFPJC12A58A7D1AB,0.5281568271771605
baf47ed8da24d607e50d8684cde78b923538640f,5,Donald Fagen,Pretzel Logic (Album Version),SOKDLBH12AB01892F0,0.46947273526858707
baf47ed8da24d607e50d8684cde78b923538640f,6,Alex Gaudino Feat. Crystal Waters,Destination Calabria,SOGNXEQ12A81C2302C,0.40147325665732925
baf47ed8da24d607e50d8684cde78b923538640f,7,Lesley Gore,It's My Party,SOGFUFC12A8C13F1E5,0.3521045514514403
baf47ed8da24d607e50d8684cde78b923538640f,8,Parov Stelar,Chambermaid Swing,SOXNSGR12AF72A1AA9,0.30683045405603426
baf47ed8da24d607e50d8684cde78b923538640f,9,The Dodos,Fools,SOUEAYG12A6D4FE4AF,0.2870785311589385
baf47ed8da24d607e50d8684cde78b923538640f,10,Benjy Ferree,Fear,SORXMNW12A58A7D198,0.24891902557011317
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,1,Harmonia,Sehr kosmisch,SOFRQTD12A81C233C0,5.77814332208981
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,2,Train,Marry Me,SOTWNDJ12A8C143984,4.51594157584634
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,3,Taylor Swift,Love Story,SOTWSXL12A8C143349,4.153468628941251
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,4,Florence + The Machine,Dog Days Are Over (Radio Edit),SOAXGDH12A8C13F8A1,3.958373254197167
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,5,Coldplay,The Scientist,SOKLRPJ12A8C13C3FE,3.571732434906233
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,6,Charttraxx Karaoke,Fireflies,SOLFXKT12AB017E3E0,3.4737642715695736
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,7,Dwight Yoakam,You're The One,SOBONKR12A58A7A7E0,3.4678696244428333
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,8,Julie London,You'd Be So Nice To Come Home To,SOXQWUS12A58A7B236,3.3915476356020964
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,9,Train,Hey_ Soul Sister,SODJWHY12A8C142CCE,3.3592240561008286
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,10,Travie McCoy,Billionaire [feat. Bruno Mars]  (Explicit Album Version),SOPTLQL12AB018D56F,3.3077963624439013
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,1,Nick Lowe,All Men Are Liars,SOLPVAQ12AB017EB35,0.46954175990931085
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,2,Alphabeat,Fascination,SOAFNSV12A8159E996,0.28694218661124554
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,3,Aaron Sprinkle,Boy Who Stopped The World_ The  (Lackluster Album Version),SOUFIYP12A6D4FB033,0.2608565332829505
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,4,Soundgarden,Burden In My Hand,SOYIZSN12A6701E0BB,0.18259957329806534
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,5,La Roux,Bulletproof,SOLRGVL12A8C143BC3,0.1565139199697703
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,6,Hot Hot Heat,Middle Of Nowhere (Album Version),SOFDPZD12A6701F464,0.13042826664147525
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,7,Kim Carnes,Bette Davis Eyes,SOTVJCB12A8C136E46,0.13042826664147525
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,8,Guns N' Roses,Live And Let Die,SOLRPJX12A58A79808,0.13042826664147525
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,9,The Upper Crust,Eureka - I've Found Love,SOWVAUX12AB018400A,0.13042826664147525
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,10,Danny Gatton,Nitpickin',SOTYKBX12AB0184045,0.13042826664147525
bd8475385f0aa78830fa6dfce9e7242164b035c8,1,OneRepublic,Secrets,SONYKOW12AB01849C9,5.025362507358518
bd8475385f0aa78830fa6dfce9e7242164b035c8,2,Dwight Yoakam,You're The One,SOBONKR12A58A7A7E0,2.679262604452877
bd8475385f0aa78830fa6dfce9e7242164b035c8,3,Paramore,The Only Exception (Album Version),SOKUPAO12AB018D576,2.488123492358947
bd8475385f0aa78830fa6dfce9e7242164b035c8,4,Train,Hey_ Soul Sister,SODJWHY12A8C142CCE,2.1531373331129164
bd8475385f0aa78830fa6dfce9e7242164b035c8,5,Julie London,You'd Be So Nice To Come Home To,SOXQWUS12A58A7B236,1.950167733662328
bd8475385f0aa78830fa6dfce9e7242164b035c8,6,Travie McCoy,Billionaire [feat. Bruno Mars]  (Explicit Album Version),SOPTLQL12AB018D56F,1.921313433368398
bd8475385f0aa78830fa6dfce9e7242164b035c8,7,California Swag District,Teach Me How To Dougie,SOSZJFV12AB01878CB,1.886464216264769
bd8475385f0aa78830fa6dfce9e7242164b035c8,8,Björk,Undo,SOAUWYT12A81C206F1,1.8136002225340768
bd8475385f0aa78830fa6dfce9e7242164b035c8,9,Smile Empty Soul,Bottom of a Bottle (Explicit Album Version),SOBRJNF12A8C13B63D,1.5955917820873593
bd8475385f0aa78830fa6dfce9e7242164b035c8,10,Coldplay,Yellow,SOPXKYD12A6D4FA876,1.474806025320236
