rank,genre,artist,title,song_id,play_count
58,Rap,Birdman / Lil Wayne / Drake,Money To Blow,SORCAKN12A58A7A2CF,10386
59,Rap,Westside Connection,Bow Down,SOFXKPM12A6D4F6BAA,10368
60,Rap,T.I.,Why You Wanna (Amended Album Version),SODZXQS12A6D4F6C0E,10041
61,Rap,Orishas,A Lo Cubano,SOOBUXN12AB01887FA,9688
62,Rap,Inverse,Spark My Soul (feat. Substantial),SOOMUUY12A58A7B0EA,9657
63,Rap,D-12,My Band,SOQQSYT12A6310F0C7,9624
64,Rap,Dynamite Deluxe,Wie Jetzt,SOSKZUI12A8C13E41F,9106
65,Rap,Afroman,Because I Got High,SOSASFL12A6D4F7B02,9024
66,Rap,Dr. Dre,Xxplosive,SOKUPEJ12A6D4FB6F2,9010
67,Rap,Flobots,Good Soldier,SOPWTTV12AB0185E12,8771
68,Rap,Salt-N-Pepa,Push It,SOWPAXV12A67ADA046,8763
69,Rap,The Notorious B.I.G.,Suicidal Thoughts (Album Version),SOMLKDU12A6D4FA5D6,8604
70,Rap,Wiz Khalifa,Ink My Whole Body,SOKJBXF12A58A7CD00,8595
71,Rap,LMFAO,Get Crazy,SOPACYC12AF729D0F7,8572
72,Rap,Cybertron,Clear,SORNYNX12A6BD56BAC,8517
73,Rap,Kanye West,Champion,SOMLMKI12A81C204BC,8325
74,Rap,Kanye West,Street Lights,SOJMUAN12AB0183911,8164
75,Rap,Method Man / Ghostface Killah / Solomon Childs / Streetlife,Smooth Sailing Remix,SOGCGBA12AC3923C4F,8121
76,Rap,The Pharcyde,Runnin',SOPFOEP12A6D4F6C3D,8093
77,Rap,T-Pain featuring Teddy Verseti,Church,SOOCICG12A8AE49309,8034
78,Rap,Eminem,Still Don't Give A Fuck,SOVXUCJ12A6701FBC2,8033
79,Rap,Orishas,Represent,SOGQFQU12A6BD4F03D,8012
80,Rap,Khia,My Neck_ My Back,SOUCEFH12AB018413A,8009
81,Rap,Kanye West,Coldest Winter,SOCMNRG12AB0189D3F,7980
82,Rap,OutKast,Roses,SOIVBTY12A8C13A505,7967
83,Rap,Ying Yang Twins ft. Wyclef Jean,Dangerous,SOULWEE12A6D4FA835,7942
84,Rap,Young Money,Roger That,SOZXMYX12AB018A445,7910
85,Rap,The Notorious B.I.G.,Gimme The Loot (Album Version),SOLFHTQ12A58A7C18E,7874
86,Rap,K-OS,Freeze,SOVUEJX12A6D4F79C4,7854
87,Rap,Lupe Fiasco,Paris_ Tokyo (Explicit Album Version),SOIOFZH12A6D4FCE35,7705
88,Rap,Gym Class Heroes,Taxi Driver (Album Version),SOHSUZG12A8C139410,7701
89,Rap,Eminem,Square Dance,SOYCGVD12AF729F8C2,7687
90,Rap,Eminem,Rock Bottom,SOWBFFR12AF72A2AA1,7663
91,Rap,P.M. Dawn,Id Die Without You,SOFZWTX12A8C138B1D,7638
92,Rap,Twista,Girl Tonite [Featuring Trey Songz] [Explicit Album Version],SOOTZLZ12A67ADE66C,7621
93,Rap,The Lonely Island,Punch You In The Jeans,SORCEQI12A8C1440BD,7609
94,Rap,RUN-DMC,It's Tricky,SOIJLDG12A8C135B96,7577
95,Rap,Common,GO!,SOEAXRO12A6701FB82,7540
96,Rap,Kid Cudi / Ratatat,Alive (nightmare),SOWARJF12AB018959B,7508
97,Rap,Shwayze,Buzzin',SOLVCKH12A8C13F5CE,7384
98,Rap,Orishas,El Kilo,SOVIGZG12A6D4FB188,7324
99,Rap,Snoop Dogg,Sexual Eruption,SOAJHLR12A8C13CC11,7171
100,Rap,Bone Thugs-N-Harmony,Tha Crossroads,SOHVUZY12A8C133AA1,7124
